id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
54181067,https://www.airbnb.com/rooms/54181067,20240625175528,2024-06-25,previous scrape,Cheerful bedroom in conveniently located home,"Kick back and relax in this calm, stylish space. Conveniently located near shopping, 5 minute drive to freeway and 10 minutes downtown. Whole home was recently fully renovated with all new flooring, paint, appliances, etc.",,https://a0.muscache.com/pictures/miso/Hosting-54181067/original/291ee8f6-77ad-40d5-82af-e60f7efe51a7.jpeg,438086831,https://www.airbnb.com/users/show/438086831,Oleg,2021-12-29,,"",N/A,N/A,29%,f,https://a0.muscache.com/im/pictures/user/ba55a170-a32e-46c5-ae1d-ff1a30403a71.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba55a170-a32e-46c5-ae1d-ff1a30403a71.jpg?aki_policy=profile_x_medium,Faye Wright,8,8,['phone'],t,f,,Ward 7,,44.8888,-123.04945,Private room in home,Private room,2,,1 shared bath,,,"[""Fire extinguisher"", ""Air conditioning"", ""Cooking basics"", ""Wifi"", ""Lockbox"", ""Kitchen"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Hair dryer"", ""First aid kit"", ""Self check-in"", ""Iron"", ""TV""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-06-25,7,0,0,2022-01-24,2022-05-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,8,2,6,0,0.24
54182557,https://www.airbnb.com/rooms/54182557,20240625175528,2024-06-25,city scrape,Ultra luxury furnished home,"Whenever you're in Salem, make sure to stay in this beautiful home. Perfectly situated at the end of a cul-de-sac, and very comfortable for your family gathering. Heated tile floors,  air conditioned, EV charger, and plenty of toys for the littles  in the large upstairs bonus room. Stunning hardwood floors, Gourmet kitchen, too much to list!",,https://a0.muscache.com/pictures/miso/Hosting-54182557/original/3723352c-bad9-4e90-bcce-8617e3e03a79.jpeg,301586216,https://www.airbnb.com/users/show/301586216,Gene,2019-10-10,"Wailuku, HI","",within an hour,88%,93%,f,https://a0.muscache.com/im/pictures/user/ef9e22c1-45cb-4cac-aca4-a7ace69fb04a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ef9e22c1-45cb-4cac-aca4-a7ace69fb04a.jpg?aki_policy=profile_x_medium,Northgate,2,2,"['email', 'phone']",t,t,,Ward 5,,44.99752,-122.96874,Entire home,Entire home/apt,8,3.5,3.5 baths,4,4,"[""Bed linens"", ""Coffee maker"", ""Dryer"", ""Exterior security cameras on property"", ""Freezer"", ""Kitchen"", ""Outdoor dining area"", ""EV charger"", ""Carbon monoxide alarm"", ""Keypad"", ""Iron"", ""Refrigerator"", ""BBQ grill"", ""Self check-in"", ""Cleaning products"", ""Bathtub"", ""Piano"", ""Washer"", ""Hot water"", ""Dishwasher"", ""Books and reading material"", ""Hair dryer"", ""Children's playroom"", ""Dishes and silverware"", ""HDTV with Amazon Prime Video, Disney+, Fire TV, Hulu, Netflix, Roku"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Crib - always at the listing"", ""Clothing storage: walk-in closet and closet"", ""Single oven"", ""Shared backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Central air conditioning"", ""Free parking on premises"", ""Outdoor furniture"", ""Indoor fireplace: gas"", ""Central heating"", ""Hot water kettle""]",$375.00,3,1125,2,3,1125,1125,3.0,1125.0,,t,20,47,77,352,2024-06-25,18,12,1,2022-06-15,2024-05-27,4.78,4.67,5.0,4.72,4.72,4.56,4.61,,f,2,2,0,0,0.73
54298128,https://www.airbnb.com/rooms/54298128,20240625175528,2024-06-25,previous scrape,Spacious and bright private master bedroom.,Forget your worries in this spacious and serene space. Light and bright master suite with private bathroom.,,https://a0.muscache.com/pictures/miso/Hosting-54298128/original/87d64293-f770-4b32-8e62-327301908ce2.jpeg,438086831,https://www.airbnb.com/users/show/438086831,Oleg,2021-12-29,,"",N/A,N/A,29%,f,https://a0.muscache.com/im/pictures/user/ba55a170-a32e-46c5-ae1d-ff1a30403a71.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba55a170-a32e-46c5-ae1d-ff1a30403a71.jpg?aki_policy=profile_x_medium,Faye Wright,8,8,['phone'],t,f,,Ward 7,,44.89012,-123.05124,Private room in home,Private room,2,,2 baths,,,"[""Bed linens"", ""Lockbox"", ""Freezer"", ""Kitchen"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Self check-in"", ""Cleaning products"", ""Fire extinguisher"", ""Hot water"", ""Stove"", ""Dishwasher"", ""Air conditioning"", ""Stainless steel oven"", ""Hair dryer"", ""Dishes and silverware"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Microwave"", ""Lock on bedroom door"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Outlet covers"", ""Wifi"", ""Free parking on premises"", ""First aid kit"", ""Iron"", ""Central heating""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-06-25,5,0,0,2022-01-16,2022-05-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,8,2,6,0,0.17
54298325,https://www.airbnb.com/rooms/54298325,20240625175528,2024-06-25,previous scrape,Warm and welcoming private bedroom.,"Forget your worries in this spacious and serene space. Conveniently located near shopping, 5 minute drive to freeway and 10 minutes downtown. Whole home was recently fully renovated with all new flooring, paint, appliances, etc.",,https://a0.muscache.com/pictures/miso/Hosting-54298325/original/04c56fd2-d5da-47d1-ba83-fb6fb49b8831.jpeg,438086831,https://www.airbnb.com/users/show/438086831,Oleg,2021-12-29,,"",N/A,N/A,29%,f,https://a0.muscache.com/im/pictures/user/ba55a170-a32e-46c5-ae1d-ff1a30403a71.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba55a170-a32e-46c5-ae1d-ff1a30403a71.jpg?aki_policy=profile_x_medium,Faye Wright,8,8,['phone'],t,f,,Ward 7,,44.8901,-123.04936,Private room in home,Private room,2,,1 shared bath,,,"[""Clothing storage: closet"", ""Bed linens"", ""Lockbox"", ""Kitchen"", ""Carbon monoxide alarm"", ""Self check-in"", ""Cleaning products"", ""Bathtub"", ""Fire extinguisher"", ""Hot water"", ""Air conditioning"", ""Hair dryer"", ""Dishes and silverware"", ""TV"", ""Hangers"", ""Long term stays allowed"", ""Smoke alarm"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Essentials"", ""Cooking basics"", ""Outlet covers"", ""Wifi"", ""Free parking on premises"", ""First aid kit"", ""Iron"", ""Central heating""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-06-25,3,0,0,2022-02-11,2022-05-01,5.0,4.67,5.0,5.0,5.0,5.0,5.0,,f,8,2,6,0,0.10
554979564451017024,https://www.airbnb.com/rooms/554979564451017024,20240625175528,2024-06-25,city scrape,UPSTAIRS 1 Bedroom Unit with Creek View,"Over 700 SF! Sunny and bright ONE large bedroom, bathroom, full kitchen, large living room, Creekside condo just blocks from downtown Salem. Wonderful view of historic Mill Creek and large balcony overlooking the creek. Reserved parking . 4 blocks from Salem Center Mall, five blocks from State Capital and 7 from Willamette University.",,https://a0.muscache.com/pictures/miso/Hosting-554979564451017024/original/e3962f4b-b369-4c20-8ef2-59752975c4c3.jpeg,142420980,https://www.airbnb.com/users/show/142420980,Amanda,2017-07-25,"Oregon, United States",Love to travel and spend time with my family and our dog!  Grew up in Oregon and loved coming back after college.,within an hour,98%,100%,t,https://a0.muscache.com/im/pictures/user/69d78130-dfa0-4188-af78-45f552afa65f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/69d78130-dfa0-4188-af78-45f552afa65f.jpg?aki_policy=profile_x_medium,Central Area,8,14,"['email', 'phone', 'work_email']",t,t,,Ward 1,,44.94584,-123.03176,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Bed linens"", ""Coffee maker"", ""Kitchen"", ""Carbon monoxide alarm"", ""Keypad"", ""Refrigerator"", ""Self check-in"", ""River view"", ""AC - split type ductless system"", ""50 inch TV with Roku"", ""Fire extinguisher"", ""Hot water"", ""Crib"", ""Private entrance"", ""Shampoo"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Cooking basics"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Pets allowed"", ""Patio or balcony"", ""First aid kit"", ""Iron""]",$92.00,30,1125,2,30,1125,1125,27.5,1125.0,,t,0,0,12,183,2024-06-25,11,5,0,2022-04-01,2024-03-16,4.64,4.82,4.45,5.0,4.73,4.45,4.36,,t,7,7,0,0,0.40
565639133635114859,https://www.airbnb.com/rooms/565639133635114859,20240625175528,2024-06-25,city scrape,Mod Farmhouse vibe; spacious and beautiful!,"3rd Generation Farmhouse is 4600 sq ft home that is bright, airy and features a spacious open concept with beautiful terrestrial views! <br />Main floor offers large gourmet kitchen, family room, formal living room w/ gas fireplace, study, laundry room and guest bathroom.<br />Upstairs: 4 bedrooms, 2 bedrooms are adjoined by a Jack and Jill bathroom. The master suite and 4 th bedroom have ensuite bathrooms.",Beautiful and safe neighborhood. Take a walk around the neighborhood or Minto Brown is 1.5 miles away.,https://a0.muscache.com/pictures/c2502555-25cd-4228-bac8-68c7ba597f89.jpg,45044784,https://www.airbnb.com/users/show/45044784,Debbie,2015-09-25,"Salem, OR","",within an hour,100%,94%,t,https://a0.muscache.com/im/users/45044784/profile_pic/1443157769/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/45044784/profile_pic/1443157769/original.jpg?aki_policy=profile_x_medium,South Salem,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Ward 7,,44.91388,-123.06543,Entire home,Entire home/apt,8,3.5,3.5 baths,4,4,"[""Bed linens"", ""Wine glasses"", ""Exterior security cameras on property"", ""Freezer"", ""Kitchen"", ""Blender"", ""Outdoor dining area"", ""Lockbox"", ""Room-darkening shades"", ""Body soap"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Refrigerator"", ""BBQ grill"", ""Self check-in"", ""Cleaning products"", ""Bathtub"", ""Piano"", ""Fire extinguisher"", ""Hot water"", ""Baking sheet"", ""Dishwasher"", ""Toaster"", ""70 inch HDTV with Fire TV"", ""Rice maker"", ""Shampoo"", ""Coffee maker: drip coffee maker"", ""Stainless steel oven"", ""Private entrance"", ""Shower gel"", ""Barbecue utensils"", ""Ethernet connection"", ""Free dryer \u2013 In unit"", ""Indoor fireplace: gas"", ""Hair dryer"", ""Fire pit"", ""Dishes and silverware"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Dedicated workspace"", ""Conditioner"", ""Board games"", ""Microwave"", ""Essentials"", ""Stainless steel gas stove"", ""Hot water kettle"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Central air conditioning"", ""Free parking on premises"", ""Safe"", ""First aid kit"", ""Iron"", ""Central heating"", ""High chair"", ""Free washer \u2013 In unit""]",$550.00,1,30,1,1,1125,1125,1.0,1125.0,,t,14,44,73,348,2024-06-25,28,10,0,2022-04-24,2023-11-06,5.0,5.0,4.96,4.96,5.0,5.0,4.96,,f,2,2,0,0,1.06
573939723498729158,https://www.airbnb.com/rooms/573939723498729158,20240625175528,2024-06-25,city scrape,Private Cottage in the Heart of Salem,"This sweet cottage can be found in the center of Salem. It's only a 5 minute drive to get to I-5, downtown, Willamette University, or the State Hospital and only a 15 minute drive to any other part of Salem or Keizer. Located in an alley behind the main house, it's completely separate with it's own private driveway and entrance.",,https://a0.muscache.com/pictures/miso/Hosting-573939723498729158/original/a5dd567b-4307-4e36-9bab-c5d39a6e6b7a.jpeg,141403844,https://www.airbnb.com/users/show/141403844,Rachel,2017-07-19,"Salem, OR","",within a day,100%,88%,t,https://a0.muscache.com/im/pictures/user/42485ecc-64ee-4083-9c9b-8f896d99660f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/42485ecc-64ee-4083-9c9b-8f896d99660f.jpg?aki_policy=profile_x_medium,Northeast Neighbors,1,1,['phone'],t,t,,Ward 1,,44.94279,-123.01585,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1,1,"[""Clothing storage: closet"", ""Bed linens"", ""Coffee maker"", ""Freezer"", ""Kitchen"", ""Oven"", ""Blender"", ""Carbon monoxide alarm"", ""Body soap"", ""Electric stove"", ""Keypad"", ""Refrigerator"", ""Self check-in"", ""Single level home"", ""Cleaning products"", ""Bathtub"", ""Baking sheet"", ""Hot water"", ""Private entrance"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Books and reading material"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Portable fans"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Conditioner"", ""Portable heater"", ""Board games"", ""Microwave"", ""Essentials"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Wifi"", ""Free parking on premises""]",$60.00,28,365,3,28,365,365,27.8,365.0,,t,3,3,6,6,2024-06-25,12,6,0,2022-05-03,2024-04-30,4.92,5.0,4.75,5.0,4.92,4.83,4.92,,f,1,1,0,0,0.46
583694758993198434,https://www.airbnb.com/rooms/583694758993198434,20240625175528,2024-06-25,city scrape,Black & White Hills (LV)  5 Bedroom ~ 3 Story Home,"Welcome to the BLACK & WHITE HILLS ⛰🍃, centrally located in West Salem, just 3 minutes from Downtown. Our second ""LUXURY VACATE"" certified home ensures a continuously improving experience. Indulge in nearby activities like biking, parks, dining, and wineries. 🥂🍾","Welcome to the welcoming neighborhood surrounding BLACK & WHITE HILLS ⛰️🍃 in West Salem, Oregon. Nestled along Glen Creek Street, this area offers a blend of charm and comfort.<br /><br />Enjoy leisurely strolls along the tree-lined streets and admire the cozy homes, each reflecting a modest yet inviting atmosphere. Experience the peaceful surroundings and well-tended landscapes, providing a tranquil escape from the city hustle.<br /><br />Conveniently situated near Downtown Salem, residents and visitors can access a variety of amenities, from quaint shops to local eateries. Whether exploring the city or unwinding in West Salem, discover a harmonious balance of simplicity and warmth.",https://a0.muscache.com/pictures/b100bc41-9d3b-4c97-83c2-a4aaaa3f6825.jpg,165330582,https://www.airbnb.com/users/show/165330582,Roddy,2018-01-02,"Scottsdale, AZ",We are Luxury Vacate!!! Our mission is to create the best guest experience possible!!!,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/1ca74eca-9197-442e-a196-25968fb83cdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1ca74eca-9197-442e-a196-25968fb83cdb.jpg?aki_policy=profile_x_medium,South Scottsdale,6,6,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Ward 8,,44.94942,-123.0792,Entire home,Entire home/apt,16,3.0,3 baths,5,8,"[""Theme room"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Bed linens"", ""Wine glasses"", ""BBQ grill: gas"", ""Exterior security cameras on property"", ""Freezer"", ""Kitchen"", ""Blender"", ""Lockbox"", ""Carbon monoxide alarm"", ""Body soap"", ""Ceiling fan"", ""Self check-in"", ""Cleaning products"", ""Bathtub"", ""Fire extinguisher"", ""Hot water"", ""Baking sheet"", ""Dishwasher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Toaster"", ""Shampoo"", ""Valley view"", ""Shower gel"", ""Hair dryer"", ""Free dryer \u2013 In building"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free street parking"", ""Hangers"", ""Stainless steel electric stove"", ""Long term stays allowed"", ""HDTV with Hulu, Netflix"", ""Dining table"", ""Portable fans"", ""Samsung refrigerator"", ""Smoke alarm"", ""Bluetooth sound system"", ""Coffee"", ""Conditioner"", ""Portable heater"", ""Board games"", ""Microwave"", ""High chair"", ""Essentials"", ""Children\u2019s books and toys"", ""Private backyard \u2013 Fully fenced"", ""Waterfront"", ""Cooking basics"", ""Samsung stainless steel oven"", ""Private patio or balcony"", ""Wifi"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Free parking on premises"", ""Outdoor furniture"", ""Pets allowed"", ""Iron"", ""Central heating"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free washer \u2013 In unit""]",$362.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,4,25,55,233,2024-06-25,94,31,1,2022-03-24,2024-06-02,4.87,4.9,4.84,4.98,4.97,4.94,4.87,,f,1,1,0,0,3.42
586351092417840398,https://www.airbnb.com/rooms/586351092417840398,20240625175528,2024-06-25,city scrape,"Garden bungalow on High, Hosted  by SalemStays.com","Our Garden Bungalow at 2755 High St. in Salem Oregon is centrally located to absolutely everything in Salem. We have great access to downtown to the freeway to South, North and West Salem from this location. Your family would find that the house is set up with everything it needs for a wonderful stay during your travels. We have a twin bedroom,  a double bedroom and a queen bedroom and two full  bathrooms with tubs. The Internet works great, the house is a true peach, come relax and enjoy!",,https://a0.muscache.com/pictures/miso/Hosting-586351092417840398/original/7f194306-c4c6-4cda-b217-53b993254fc7.jpeg,407581863,https://www.airbnb.com/users/show/407581863,Warren,2021-06-17,,You can reach me at Salemstays,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-407581863/original/5f0c4767-0d01-431f-886a-624024a407c2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-407581863/original/5f0c4767-0d01-431f-886a-624024a407c2.jpeg?aki_policy=profile_x_medium,Northeast Neighbors,35,38,"['email', 'phone']",t,t,,Ward 2,,44.913921,-123.04184,Entire home,Entire home/apt,5,2.0,2 baths,3,3,"[""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""Wine glasses"", ""Courtyard view"", ""Kitchen"", ""Oven"", ""Carbon monoxide alarm"", ""Electric stove"", ""Keypad"", ""Refrigerator"", ""Self check-in"", ""Bathtub"", ""Fire extinguisher"", ""Hot water"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Exercise equipment: stationary bike"", ""Dishes and silverware"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Smoke alarm"", ""50 inch HDTV"", ""Conditioner"", ""Coffee"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Central air conditioning"", ""Free parking on premises"", ""Pets allowed"", ""First aid kit"", ""Iron"", ""Central heating"", ""Free washer \u2013 In unit""]",$185.00,3,100,3,3,1125,1125,3.0,1125.0,,t,26,33,33,33,2024-06-25,8,4,0,2023-05-30,2023-09-03,4.38,4.25,4.0,4.88,4.88,4.75,3.88,,f,19,19,0,0,0.61
588674620465539061,https://www.airbnb.com/rooms/588674620465539061,20240625175528,2024-06-25,city scrape,The 3 Oaks @ 1123 17th SE Salem  by Salemstays.com,"The three Oaks duplex home at 1123 17th St. Salem, OR 97301. Come enjoy are comfortable, stylish, centrally located property which is just walking minutes away from the State Capitol, Willamette University or Downtown Salem Historic District bosting all its history and charm. This location you're very close to everything with easy jump on and off 1-5 freeway access. Just finished fully remodeled, everything is completely brand new inside with smart style and every amenity you could ever imagine.",,https://a0.muscache.com/pictures/54ddce73-15ad-45de-bc3a-5f52e197bb42.jpg,407581863,https://www.airbnb.com/users/show/407581863,Warren,2021-06-17,,You can reach me at Salemstays,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-407581863/original/5f0c4767-0d01-431f-886a-624024a407c2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-407581863/original/5f0c4767-0d01-431f-886a-624024a407c2.jpeg?aki_policy=profile_x_medium,Northeast Neighbors,35,38,"['email', 'phone']",t,t,,Ward 2,,44.926373,-123.023994,Entire home,Entire home/apt,4,1.0,1 bath,2,2,"[""51 inch HDTV"", ""Bed linens"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Kitchen"", ""Oven"", ""Bidet"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Electric stove"", ""Keypad"", ""Refrigerator"", ""Self check-in"", ""Single level home"", ""Cleaning products"", ""Fire extinguisher"", ""Hot water"", ""Shared backyard \u2013 Not fully fenced"", ""Dishwasher"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Conditioner"", ""Microwave"", ""Essentials"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Wifi"", ""City skyline view"", ""Central air conditioning"", ""Free parking on premises"", ""First aid kit"", ""Iron"", ""Central heating"", ""Free washer \u2013 In unit""]",$170.00,2,365,1,2,365,365,2.0,365.0,,t,18,42,50,105,2024-06-25,17,7,1,2022-06-27,2024-06-10,4.94,5.0,5.0,5.0,5.0,4.56,4.81,,f,19,19,0,0,0.70
589036744025791254,https://www.airbnb.com/rooms/589036744025791254,20240625175528,2024-06-25,city scrape,Cheerful 2 Bedroom home in a quiet neighborhood,Relax with the whole family at this peaceful place to stay. You will enjoy calling this your home away from home in a quiet neighborhood and close to all that Salem has to offer. 5 min to downtown Salem and even closer to the Capitol. IN N OUT is very close! Just under an hour from Portland and Eugene!,Quiet Ally way location.,https://a0.muscache.com/pictures/6f1e24bd-56e7-4160-9100-c9437be4a616.jpg,111798177,https://www.airbnb.com/users/show/111798177,Bryan,2017-01-16,"Eugene, OR","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/5b97f26e-2bfd-47ab-8996-a07890221933.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b97f26e-2bfd-47ab-8996-a07890221933.jpg?aki_policy=profile_x_medium,Northeast Neighbors,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Ward 1,,44.94362,-123.01642,Entire home,Entire home/apt,6,1.0,1 bath,2,3,"[""Clothing storage: closet and dresser"", ""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""Wine glasses"", ""Lockbox"", ""Freezer"", ""Kitchen"", ""Oven"", ""Room-darkening shades"", ""Body soap"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Self check-in"", ""Single level home"", ""Cleaning products"", ""Bathtub"", ""Sun loungers"", ""Fire extinguisher"", ""Hot water"", ""Stove"", ""Baking sheet"", ""Dishwasher"", ""Air conditioning"", ""Toaster"", ""EV charger - level 1"", ""Private entrance"", ""Shampoo"", ""Books and reading material"", ""Shower gel"", ""Ethernet connection"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Fire pit"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Private backyard"", ""Portable fans"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Conditioner"", ""Microwave"", ""Essentials"", ""Paid parking on premises"", ""Hot water kettle"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Free parking on premises"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Iron"", ""Central heating"", ""Free washer \u2013 In unit""]",$135.00,2,1125,2,6,1125,1125,2.1,1125.0,,t,9,26,39,39,2024-06-25,56,19,1,2022-04-03,2024-06-03,4.82,4.91,4.8,4.95,4.96,4.52,4.8,,t,1,1,0,0,2.06
590845550474281367,https://www.airbnb.com/rooms/590845550474281367,20240625175528,2024-06-25,city scrape,The 3 Oaks @ 1133 17th SE Salem by Salemstays.com,"The three Oaks duplex home at 1133 17th St. Salem, OR 97301. Come enjoy are comfortable, stylish, centrally located property which is just walking minutes away from the State Capitol, Willamette University or Downtown Salem Historic District bosting all its history and charm. This location you're very close to everything with easy jump on and off 1-5 freeway access. Just finished fully remodeled, everything is completely brand new inside with smart style and every amenity you could ever imagine.","Neighborhood is walkable to Busch Park, and Willamete University.",https://a0.muscache.com/pictures/a0dcebf0-2584-45d7-8ae7-cf960fe68627.jpg,407581863,https://www.airbnb.com/users/show/407581863,Warren,2021-06-17,,You can reach me at Salemstays,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-407581863/original/5f0c4767-0d01-431f-886a-624024a407c2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-407581863/original/5f0c4767-0d01-431f-886a-624024a407c2.jpeg?aki_policy=profile_x_medium,Northeast Neighbors,35,38,"['email', 'phone']",t,t,Neighborhood highlights,Ward 2,,44.926338,-123.024155,Entire home,Entire home/apt,4,1.0,1 bath,2,2,"[""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""Wine glasses"", ""Freezer"", ""Courtyard view"", ""Kitchen"", ""Oven"", ""Bidet"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Keypad"", ""Refrigerator"", ""Self check-in"", ""Single level home"", ""AC - split type ductless system"", ""Fire extinguisher"", ""Hot water"", ""Dishwasher"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Dishes and silverware"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Smoke alarm"", ""Dedicated workspace"", ""50 inch HDTV"", ""Conditioner"", ""Coffee"", ""Microwave"", ""Essentials"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Wifi"", ""Heating"", ""Free carport on premises \u2013 2 spaces"", ""First aid kit"", ""Iron"", ""Other electric stove"", ""Free washer \u2013 In unit""]",$170.00,2,365,2,2,365,365,2.0,365.0,,t,6,33,41,94,2024-06-25,13,6,1,2022-08-21,2024-05-27,4.85,4.85,4.85,4.85,4.77,4.62,4.85,,f,19,19,0,0,0.58
